Name,Rating_in_Amazon,Price_in_Amazon,Amazon url,rating in flipkart,price in flipkart,flipkart url
Tell Me your Dreams,4.4,324,https://www.amazon.in/Tell-your-Dreams-Sidney-Sheldon/dp/8172234902/ref=sr_1_1?crid=1D81AYKOI4L1&dib=eyJ2IjoiMSJ9.nqIPU5ktcZQXMWs9W_OegUS5NyLPd4prqBJG4nZEO_7d-bx34OaeJ5NSoGjkPWRpociZT8r46HiR9USBDlp7e4wQfwQsHj2fl128vVItD8F3y5Jaba4nJk3gHTGftbYMw5ltCOcK60gEIuLj1Q8cv-L--7ipS1rK0o-ymYyagEQh8S45q6oNCt486gbYLdXMAIk6u3s6VDf0zNBa1XTRdjBTUS-euYS8pEMyxBauA2c.2ylsZ_h_D25lTYaJXbUYrNaSwXtCyFxhszGTOuEqCw4&dib_tag=se&keywords=Tell+Me+your+Dreams&qid=1745718298&sprefix=tell+me+your+dreams%2Caps%2C477&sr=8-1,4.6,353,https://www.flipkart.com/tell-me-your-dreams/p/itmfbt4zkgzc6dby?pid=9788172234904&lid=LSTBOK9788172234904XY28BJ&marketplace=FLIPKART&q=Tell+Me+Your+Dreams&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=76eba156-2cf3-4510-b2a6-d0e9b6720d64.9788172234904.SEARCH&ppt=hp&ppn=homepage&ssid=nr20a9pho00000001745718430854&qH=5349cae56aa6624d
The Boy in the Striped Pyjamas (Definitions),4.6,216,https://www.amazon.in/Striped-Pyjamas-Vintage-Childrens-Classics-ebook/dp/B008PUF3VS?ref_=ast_author_mpb,4.6,250,https://www.flipkart.com/boy-striped-pyjamas/p/itmfc8q4spugnppp?pid=9780099572862&lid=LSTBOK9780099572862CL57TH&marketplace=FLIPKART&q=the+boy+in+the+striped+pyjamas&store=bks&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_2_42_na_pm_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_2_42_na_pm_ps&fm=Search&iid=00c153e0-5aba-4325-920d-fe6b5f33ca20.9780099572862.SEARCH&ppt=sp&ppn=sp&ssid=tdt2agg85c0000001745718666810&qH=933ea1c6465848a1
"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",4.5,431,https://www.amazon.in/Romancing-Balance-Sheet-Manages-Business/dp/B0F3X9J3CK/ref=sr_1_1?crid=3FVJWKA3SFEEH&dib=eyJ2IjoiMSJ9.DCEYaax0nb4k8frh0aScmTi6rK57hpRUSSt2coH5NHC20C2xs-LokPOBHXnBPERMSAAk_Pdv8ow6ZhbubQUgL0Os96EgUHxauqhjUsJZ7hpJhUVaFwPtW0tswytTMiks2RfnJ858uPhwHvW5VjOm7UZWbYaugkGCzT4n3iOG4aBsZL6Rayg7hOMm3n-uZvjyj0R4xNoWE5uLRIblEKYdiTGLnoUmKWGGNz0eA5rv3Gc.umiWgqnUHb-IDiHUAi1OGfqVkG7GMtR1wI07rnbDPmQ&dib_tag=se&keywords=Romancing+the+Balance+Sheet%3A+For+Anyone+Who+Owns%2C+Runs+or+Manages+a+Business&nsdOptOutParam=true&qid=1745718862&s=digital-text&sprefix=romancing+the+balance+sheet+for+anyone+who+owns%2C+runs+or+manages+a+business%2Cdigital-text%2C298&sr=1-1-catcorr,4.2,310,https://www.flipkart.com/romancing-balance-sheet-anyone-owns-runs-manages-business/p/itm47cfc44dea8e7?pid=9785003831400&lid=LSTBOK9785003831400WGB4G9&marketplace=FLIPKART&q=Romancing+the+Balance+Sheet%3A+For+Anyone+Who+Owns%2C+Runs+or+Manages+a+Business&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4de67962-a0be-49bd-a676-fccb5d8399c6.9785003831400.SEARCH&ppt=pp&ppn=pp&ssid=26tjyeg3hs0000001745718953022&qH=22b30d761e202135
Mossad,4.3,321,https://www.amazon.in/Mossad-Hindi-Michael-Bar-Zohar-ebook/dp/B09SGJ72L6/ref=sr_1_3?crid=3IBZWOREBP7L&dib=eyJ2IjoiMSJ9.juLraI7_ybPMiXXsFOZaN8ruJpvrlLTPTLCIL0uJ8t1iCe9F1kdbdA-x0wRWDBJQ1TLMuT3TxA9ueYWEIrypQADdjMt8d2ZFwGff4-JBZ_vF-U6E5MDJ_XMLf5SKXX_4kryLB0zjIc5bKtbMWMEZc4i_MotTUTqJp_TLNIq2B4f3hFOVhTvghsFpRyM4gXhM8zDB3dn5zCyyRqRTXjdr22w7P2KRkFULiU18ORIwAl8.WColnFTBMzK6aXl9DPyJU0zrt9vRDT4pp8yag24-Ga8&dib_tag=se&keywords=Mossad&qid=1745719149&s=digital-text&sprefix=mossad%2Cdigital-text%2C307&sr=1-3,4.5,358,https://www.flipkart.com/mossad-paperback-michael-bar-zohar-nissim-mishal-paperback-1/p/itmfcyvmyf4fghua?pid=9788184958454&lid=LSTBOK9788184958454NLMJSX&marketplace=FLIPKART&q=Mossad&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=5783eeb9-3da5-4819-800e-32be66388590.9788184958454.SEARCH&ppt=pp&ppn=pp&ssid=rej8sq3ec00000001745719067888&qH=79b91e941981f318
My Story,4.4,220,https://www.amazon.in/My-Story/dp/B08FNQB3KK/ref=sr_1_1?crid=2KFAKJOC34Y0C&dib=eyJ2IjoiMSJ9.W24PYMucXZlsYRTjcb-y7_Aeq8eG2bfHHQALL2oDL_IVuFqQGLfVEc4MzitNENiNLGXh78MhKIiHW4FrnMps_w.RDhOVR_LeiD5vWgm_8OpMlYO1pQafyHc_TYc00t2Qac&dib_tag=se&keywords=my+story+kamala+das&nsdOptOutParam=true&qid=1745719384&s=digital-text&sprefix=My+story+%2Cdigital-text%2C305&sr=1-1,4.4,191,https://www.flipkart.com/my-story/p/itmf3qd5x4fkkjhn?pid=9788172238971&lid=LSTBOK9788172238971T3WTVR&marketplace=FLIPKART&q=My+Story&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=058fccf4-70d6-4375-8cf6-b2e3c53f3b32.9788172238971.SEARCH&ppt=pp&ppn=pp&ssid=43ib93q1b40000001745719323240&qH=c9f3f5496d14cd11
12 Years a Slave,4.7,79,https://www.amazon.in/12-Years-a-Slave/dp/B08X4YDV2G/ref=sr_1_1?crid=FQVKBXSAP4RM&dib=eyJ2IjoiMSJ9.0aG3Mwixy89arc_kUCqCoW_5HzdNYEOR5i2gqF8OBgUC3Am6EmVpoVqgYd_jmoyd9OhwK6HWqn0Koepjd4_pqL45-WIa_l3IBg6LUvtsvKQ.l58j_7F42OKS0wxIZmw-96TQhVae2QhPPkTuf0BbLWg&dib_tag=se&keywords=12+Years+a+Slave&qid=1745719562&s=audible&sprefix=12+years+a+slave%2Caudible%2C262&sr=1-1,4.3,215,https://www.flipkart.com/twelve-years-slave/p/itmfbdzz2uk4hnhj?pid=9789390896592&lid=LSTBOK9789390896592QTB5F9&marketplace=FLIPKART&q=12+Years+a+Slave+book+solomun+northub&store=bks&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=fbd780b9-c12a-4c80-b90e-0d10b0d372e9.9789390896592.SEARCH&ppt=sp&ppn=sp&ssid=bucql2nwzk0000001745719710691&qH=0d9dc35f56fba663
Headley And I,4,280,https://www.amazon.in/Headley-I-S-Hussain-Zaidi/dp/9350295725/ref=sr_1_1?crid=1YTMNH6RUOOFK&dib=eyJ2IjoiMSJ9.95TSvQYTKMLAei4oqZaFLI0cAdZgjplLV9lM0T5a_0a-FvOPcIFKGyF_eLQhbhuJHwiGYmY8SdpgocxbPWKUi_WDr4wEGtjwkx3EGp0ixwBHiWCiWVLajJuBH7CUcnF2XLmcdkgce2uLumi-g4J3uR7VbyBdMxILrcX-Re-l_BtmLMduzIv0A-Xqp-C_4FmYWcWB8bKhAo3HpUnqEd2eCb-Ku0FHfa779YT_rpEL0cw.QXFxFkzrv_Qm9PdsGvRd-O8Avfi-dcsok_41wCRV89Q&dib_tag=se&keywords=Headley+and+I&qid=1745719902&s=audible&sprefix=headley+and+i%2Caudible%2C322&sr=1-1-catcorr,4.2,294,https://www.flipkart.com/headley-and-i/p/itmf3qd5uhxfmeyf?pid=9789350295724&lid=LSTBOK9789350295724NRQ0IY&marketplace=FLIPKART&q=Headley+And+I+book&store=search.flipkart.com&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=93b2d7cf-41e9-486b-9a63-2322c4d622ee.9789350295724.SEARCH&ppt=sp&ppn=sp&ssid=cw1bi2gwyo0000001745719827611&qH=00b92311b8ac67ce
The 7 Habits of Highly Effective People,4.4,399,https://www.amazon.in/HABITS-HIGHLY-EFFECTIVE-PEOPLE-Creations/dp/B0DZV5Q59W/ref=sr_1_1_sspa?dib=eyJ2IjoiMSJ9.NMnhbrXDGB7TLchF7s76oSYybgRtAK9pJaqhSPXJwS2a4fzzuhKyTJ2Qt2p1XXRCiVTZzHqo0PqsdAVjYpHdffSvykbrigy0aV3FaEUqhhv1FH7X9LiwC6nL65itF-LbZNQgOuRT1OtDc-BkcSohALCJJxtuiGP3Krw_ug2B0E4yUPWVqZKPrQ6IBuZ8_J6jnQZpNgsfKd-1EteRGmQ6PGW1ogEA5pRtyqx1pJjrpfc.wmNIy_O7ue7_5Zzljbir2y1kLmYgDANa5_8beSCpHRU&dib_tag=se&keywords=The+7+Habits+of+Highly+Effective+People&qid=1745720025&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.4,205,https://www.flipkart.com/7-habits-highly-effective-people/p/itmfc5bhw2sfa92p?pid=9781471131820&lid=LSTBOK9781471131820MTLFJ8&marketplace=FLIPKART&q=The+7+Habits+of+Highly+Effective+People&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=5dfa0e98-b79e-4e2a-9df2-488e2d6ceedf.9781471131820.SEARCH&ppt=pp&ppn=pp&ssid=xxeivv4i9c0000001745720085717&qH=18551c70fdb9b96d
How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,4.3,200,https://www.amazon.in/How-Stop-Worrying-Start-Living/dp/9354407285/ref=sr_1_6?crid=3B3G32SB98MGO&dib=eyJ2IjoiMSJ9.egb3JWRvwcCANVGOI6s1tpOO-8qjaTu9TOyAydhtk2e4y2ZbzKsFTxCyYmIlx30Gb3NcXJVHBZAa3m84zZT7kT6xXQMP_cu4NFMWtw4DHOn6aSbSrtJ_96MEOiZyA4nEM56gd-qUlgVuLlBTWizuqqdtS8ZOONFLtjZeBdFvUVontox7NWZTCp6AJW40RAzroBl3dGRMk9ZOXtNtfuxvsP8met5pLbra5DiHiQvfsMY.vRdZdpOgJ_75zOKQEfBUhq9R-XMVv3pPpDUx1iFXWfs&dib_tag=se&keywords=How+to+Stop+Worrying+and+Start+Living%3A+Time-Tested+Methods+for+Conquering+Worry&nsdOptOutParam=true&qid=1745720211&sprefix=how+to+stop+worrying+and+start+living+time-tested+methods+for+conquering+worry%2Caps%2C303&sr=8-6,4.2,326,https://www.flipkart.com/stop-worrying-start-living-time-tested-methods-conquering-worry-bengali/p/itm8dfcb33b6441c?pid=9789354407284&lid=LSTBOK9789354407284ESG2UJ&marketplace=FLIPKART&q=How+to+Stop+Worrying+and+Start+Living%3A+Time-Tested+Methods+for+Conquering+Worry&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=5595a296-0a5c-4382-be5d-e07dccda9370.9789354407284.SEARCH&ppt=pp&ppn=pp&ssid=5mmt3q3c5c0000001745720148466&qH=1ab62e092f257b12
"The 5 AM Club: Own Your Morning, Elevate Your Life",4.5,274,https://www.amazon.in/AM-Club-Your-Morning-Elevate/dp/9387944891/ref=sr_1_1?crid=48CQIUE2VK4F&dib=eyJ2IjoiMSJ9.EAwUUkn-m7EGALerxG_pabZZjzn2lplkNUHeZCRhvjUKAa2tMyZaEWu8B_RAnFnm082e3_GSsjtRW91Sqzh6RWLs3gL7ZDDv4Ls0nN2l2zUy3vcIVQRDN4Tic4oUx13VjmNuUQqPCuvtHEGMmwpUvsyjw0kvz9whSbLbQb16Kv5bmrB53VeQPxM9Y9_-GrSLx9gBTDUwWrFevQ31KCTxssSaQv4lvD5ipVZ3UHYc1Ok.rLpf61F8N_NEPIXUBEUQk_7mBjIXmFPF-Yph7HInqew&dib_tag=se&keywords=The+5+AM+Club%3A+Own+Your+Morning%2C+Elevate+Your+Life&nsdOptOutParam=true&qid=1745720299&sprefix=the+5+am+club+own+your+morning%2C+elevate+your+life%2Caps%2C293&sr=8-1,3.6,451,https://www.flipkart.com/5-am-club-deluxe-edition-own-your-morning-elevate-life/p/itm419c9707ffbe4?pid=9788119792580&lid=LSTBOK9788119792580I9VDLZ&marketplace=FLIPKART&q=The+5+AM+Club%3A+Own+Your+Morning%2C+Elevate+Your+Life&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=cb8100da-5ead-4433-a1cb-f88b5aa8a92b.9788119792580.SEARCH&ppt=pp&ppn=pp&ssid=0ydt6rmg0w0000001745720373621&qH=b9d62f8e66a76b1a
Who Will Cry When You Die?,4.4,194,https://www.amazon.in/Who-Will-Cry-When-You/dp/8179922324/ref=sr_1_1?crid=SKP34CX950E5&dib=eyJ2IjoiMSJ9.Rx2VnguxY6KLDTXbSCs9AVUSmzV6G23tdp7X1mJifsnF5-iqDzCXPiY_syuoeb8SdV9ig5o-IxmW-IeSatMCkjyxGZmR3VDEngLWs_lK-wqXmYE7Zca1QgYwRxkYAEd2GuldW3KHgPIflqRSyl6R2UgSSDe8UmRRs2nf1RArAipzTWha_2y1z56i582RGOUmBjnPTqCUzX3gPlUezWgczAAZ_gc_sDkAbj2BzJeDpY4.mbc0JGQDEHEOaOBea1IpWhxKYEgHmV6fH4YRhsfSj5M&dib_tag=se&keywords=Who+Will+Cry+When+You+Die%3F&qid=1745720511&sprefix=who+will+cry+when+you+die+%2Caps%2C317&sr=8-1,4.5,167,https://www.flipkart.com/cry-you-die/p/itmfc59vf9z9gzhd?pid=9788179922323&lid=LSTBOK9788179922323BYDKTL&marketplace=FLIPKART&q=Who+Will+Cry+When+You+Die%3F&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=d6c29915-d1e4-4b62-82a9-f30915a9e0bf.9788179922323.SEARCH&ppt=pp&ppn=pp&ssid=d3bqmreva80000001745720438729&qH=a6f1e9fcd07429fd
"Ready, Study, Go!: Smart Ways to Learn",4.5,196,https://www.amazon.in/Ready-Study-Go-Smart-Learn-ebook/dp/B01MFBFUS8/ref=sr_1_2?crid=Y9YAVP8CL3HJ&dib=eyJ2IjoiMSJ9.-GUfqUKnBwDCK2t1v1Fgg3-Zyd9KWzhSsNdw2cawYX_GjHj071QN20LucGBJIEps.J6vsWZss9epSjX53s7C_63hJiUjecRJX3DuPKTSchOI&dib_tag=se&keywords=Ready%2C+Study%2C+Go%21%3A+Smart+Ways+to+Learn&qid=1745720577&sprefix=ready%2C+study%2C+go+smart+ways+to+learn%2Caps%2C354&sr=8-2,4.4,220,https://www.flipkart.com/ready-study-go/p/itm45612d8e1deef?pid=9789352641345&lid=LSTBOK9789352641345YOKTIS&marketplace=FLIPKART&q=ready+study+go+smart+ways+learn+book&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8d5d9159-25d6-44f8-986a-991ebd91111a.9789352641345.SEARCH&ppt=sp&ppn=sp&ssid=1jb87ptq400000001745720679544&qH=8b0c2dd0cffc23c4
"Men are from Mars, Women are from Venus",4.5,319,https://www.amazon.in/Men-are-Mars-Women-Venus/dp/8172235038/ref=sr_1_1_sspa?crid=1K5YUCFRDH2SK&dib=eyJ2IjoiMSJ9.Fng57JXQNy7BdJnELhgyTbS8WMnvf3QVnR1fQf3QdkeKl0tsNKKDCz7hz81KoL9vJtvB9o8pRvN24gwVpa9LXGYK7cViDgeTNIOrhIVjxwC75A6o2HRDNzfz92RZA50AA3yGwuDyapV4Xgeraai4uyhAQBZrKvh10qg9tH0W5rfegJZRMoI16flXFbc5g5l63Div0NLguecUItv0kcbAwOMyPbPk7EEAWBg5k_v_1M4.Zdc4nnAS1hHRNXOy59oOvUSI_82pfS1IWdffONk8q50&dib_tag=se&keywords=Men+are+from+Mars%2C+Women+are+from+Venus&nsdOptOutParam=true&qid=1745720762&sprefix=men+are+from+mars%2C+women+are+from+venus%2Caps%2C308&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.5,230,https://www.flipkart.com/men-mars-women-venus/p/itmdx5zhwwn2ryqc?pid=9788172235031&lid=LSTBOK9788172235031BRDHRL&marketplace=FLIPKART&q=Men+are+from+Mars%2C+Women+are+from+Venus&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e0f95aba-0efb-4e81-a0bb-99f072c6b329.9788172235031.SEARCH&ppt=pp&ppn=pp&ssid=zpul23xau80000001745720746730&qH=9aae735393c5d575
The Secret,4.5,349,https://www.amazon.in/Secret-Manifest-your-Life/dp/B0DTV1SNS2/ref=sr_1_1_sspa?crid=1QPJP2ESEPXVB&dib=eyJ2IjoiMSJ9.58huJJm-y50pRuiL1_6waJRMwMv3x9S6CRWM7qE_31iLHpDCCBb2i-LpPPDQTFMwVtkE8NSp0j34UiJIdkjSGzFrpmzOh61fT2uDNuL37o8jIIVrOmiglLlRo9BpgTwAu4sR-2ASlooyxG3FTXLcgV1wihTscKZWtojJMwkEICEMamNp9qvZSrK5R_Fy1fCzGPryDnAnbtcdXhsRX7jitsOZSYlwmuY4LwsZ8op00Tk.hlotpHo_-FRqJodYBpcNmlbqbwSw2nXDWsZIeJ5BpCc&dib_tag=se&keywords=The+Secret&qid=1745720882&sprefix=the+secret%2Caps%2C370&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.3,339,https://www.flipkart.com/the-secret-tamil/p/itm325a51eacb04f?pid=9788183222051&lid=LSTBOK9788183222051WANLHB&marketplace=FLIPKART&q=The+Secret&store=search.flipkart.com&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=en_n9dQ7Cgd8oyI21UbKo2hGP5q6eo7EF3W_gUzkIz9Jny0ANZoGm4WGR4u15m3e4odpoOMZaPCkafrQT4ZHHnZMQ%3D%3D&ppt=pp&ppn=pp&ssid=98xzkfxm3k0000001745720868362&qH=4f92d58f7be81e25
Life is What You Make It,4.2,136,https://www.amazon.in/Life-What-Make-Preeti-Shenoy/dp/9380349300/ref=sr_1_1?crid=1NFITK07I4Z38&dib=eyJ2IjoiMSJ9.dBQPtYcNMn-8E4LQcCtZCZUqZQpCKxxkk4jt2DOwdA_x6dNCXmxThXHsDsu6uHIn7UWSseycZYRUL5iomymaoh2HA06n7v7goLP5nu27vt5BAJP3iTHc6Ytlu-2OQQeGqRpShRgmSRX_K5d86IXHMyLiW5JUeMBtly6_J1O_Rl4MZRlNfQ5HtYgGdwCR9tPcYwUMMtfK0RpjFgTXwrg4L916HyRNey-kNTiLMfkjiP0.nEI6Oy9dli--EHezANIMW3bmzGBoizfvbs0KENUMlvk&dib_tag=se&keywords=Life+is+What+You+Make+It&nsdOptOutParam=true&qid=1745721661&sprefix=life+is+what+you+make+it%2Caps%2C332&sr=8-1,4.3,193,https://www.flipkart.com/life-you-make/p/itm20ec785425394?pid=9789380349305&lid=LSTBOK9789380349305SVFWTD&marketplace=FLIPKART&q=Life+is+What+You+Make+It&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=4c25945e-87bc-4bff-a615-a513ae43eeca.9789380349305.SEARCH&ppt=pp&ppn=pp&ssid=brxf53pf800000001745721610923&qH=4dc5048fbbe9eda2
Chanakya in Daily Life,4.4,289,https://www.amazon.in/Chanakya-Daily-Life-Radhakrishnan-Pillai/dp/8129144441/ref=sr_1_1?crid=3L3DOWNE6ELXL&dib=eyJ2IjoiMSJ9.WCQF4T4TsyPyec_0jMWR959mtnm2Y7MrNSTJ0FguDN3QHkhCGzODAjjWEfw05i8t7it80Wm4kYjkQH-UIdwDlEL1q5eo9SS_HtzDUTw4BJEjAvXD9AcuKlLL3jqM4BukuArWH7qgy379nkgyJKxe_FbPyhptKP4dYPYb61y1KiVAexZs2wdJOfrNmjbWoFWcs0HLtu-QVPA8BhzR6bHMxgT8_katXvvYAgR_iw16x_g.gx3yv70RsLi-JqdN1L_CxUW4YiGN4iso-E98q0pONiU&dib_tag=se&keywords=chanakya+in+daily+life+book&qid=1745721845&sprefix=chanakya+in+daily+life%2Caps%2C306&sr=8-1,4.5,400,https://www.flipkart.com/chanakya-daily-life-hindi-combo-set-4-books-chanakya-neeti-aur-jeene-ki-kala-ke-management-sootra-apane-swayam-banen/p/itmf45b0b6985c94?pid=RBKGYSUPN4ZHUDYY&lid=LSTRBKGYSUPN4ZHUDYYQUYDSY&marketplace=FLIPKART&q=Chanakya+in+Daily+Life&store=bks&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ce6d2946-769d-4407-aacb-f723f42808a4.RBKGYSUPN4ZHUDYY.SEARCH&ppt=pp&ppn=pp&ssid=kn36fggcs00000001745721744714&qH=1b5e0273c9df57b0
You Can Win: A step by step tool for top achievers,4.6,252,https://www.amazon.in/You-Can-Win-step-achievers-ebook/dp/B00HQE51N4/ref=sr_1_2?crid=2RWUQ1WNOF2B7&dib=eyJ2IjoiMSJ9.M3qIWgSJsR8mnfOSRGYcTI1KKy-4zDIRbqo1THKgXtAQH1w2GgrPkTeDVK2sz53Lbeai2A-q-aP8OLmAJL9x-S04DWcLJ8s_HG6Gs9xNJBJHK2VGVbVKN4yn-Bu5Y9CUtyxtxvB1lgEgNzj2B-jXYeJSlE3l175jAi31SF-NnnsiTh-u8JBFaKMurB8q3mB4TxccS0MakLrt0DskH5NtKUE3GJRJ1DzmWqrCGb1J8kE.kTNYMTGBk3bcQ8--Lh26XKuiPlaShJuGiVAzoG4XlWQ&dib_tag=se&keywords=You+Can+Win%3A+A+step+by+step+tool+for+top+achievers&nsdOptOutParam=true&qid=1745721924&sprefix=you+can+win+a+step+by+step+tool+for+top+achievers%2Caps%2C403&sr=8-2,3.7,205,https://www.flipkart.com/you-can-win-paperback-1-january-2014-shiv-khera-author/p/itme842b874300e6?pid=9786465575864&lid=LSTBOK9786465575864CABIQO&marketplace=FLIPKART&q=You+Can+Win+book&store=bks&srno=s_1_20&otracker=search&otracker1=search&fm=Search&iid=88687b7e-af78-4738-b158-f1cf4271c077.9786465575864.SEARCH&ppt=sp&ppn=sp&ssid=6qa723tzsg0000001745722095506&qH=fe72573dbb062b24
Emotion and Relationships,4.6,192,https://www.amazon.in/EMOTION-RELATIONSHIPS-2-BOOKS-1/dp/9386867508/ref=sr_1_1?crid=2IGUAH5S26JQ9&dib=eyJ2IjoiMSJ9.uPInhE9fskClVfWij8TgpAjAnVAgjPV1vbXH8Z6-Dxi3Et931MKHmRTNWk73UCF2lp4jjZ6cfZZUAUmQzSI8Pv6Yn8MeDhmWljckwvmap-Ne9UtLGocO_NzxIyxfxXwY3TkwfeYnWwTpxrVdkgAErkcAaCz2ocotLt0iq_jWa_FFr6kYCVv4sNpH4nRDVy0JI0cK5iSaFQELPt6ANSiFvIQ1WuAsl0_alGhq4Qw9K7A.iSYKeNFapsvzX_KZlvhU4yBWHYE1F_5Ug0dfjZyB2oU&dib_tag=se&keywords=Emotion+and+Relationships&qid=1745722217&sprefix=emotion+and+relationships%2Caps%2C319&sr=8-1,4.6,221,https://www.flipkart.com/emotion-relationships/p/itmfyr6seqnk3ha9?pid=9789386867506&lid=LSTBOK97893868675060KFXPQ&marketplace=FLIPKART&q=Emotion+and+Relationships&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=07e22af1-a217-45a5-aa66-707c375de7e4.9789386867506.SEARCH&ppt=pp&ppn=pp&ssid=cc6e9quff40000001745722163138&qH=4cd36fe7cb89b861
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,4.4,244,https://www.amazon.in/How-Memorize-Anything-Ultimate-Enlighten/dp/8184005210,4.4,260,https://www.flipkart.com/memorize-anything-ultimate-handbook-explore-improve-your-memory/p/itmfbz6zmnksgghr?pid=9788184005219&lid=LSTBOK9788184005219FPAHWK&marketplace=FLIPKART&q=How+to+Memorize+Anything%3A+The+Ultimate+Handbook+to+Enlighten+and+Improve+Your...&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=a3d2da34-60f6-4a79-8a21-8533f4015d99.9788184005219.SEARCH&ppt=sp&ppn=sp&ssid=o86z8ma74g0000001745722399818&qH=3e5dbaa072a2ed4c
The One Minute Manager,4.5,258,https://www.amazon.in/Self-Leadership-One-Minute-Manager/dp/B0799XB2JK/ref=sr_1_1?crid=2A1AIC86VAQ1V&dib=eyJ2IjoiMSJ9.KLKN651hIuFRInTNJ2uw1IbiqJdTi0FxNo9CPphAwz3WKvgjvYdzSBg6Tcp8Rd6L2YDxp6GKr9h8P7z0lidNTflwNVXqM2IFSMkJQe9C3QqYv2vEqZ_RwpLH3xhb9dZvQpyAKrE-xzPspo32aCj2xGRPAqsJIB_Di-CRgpbgX0eWchXhyhozG8NdoQVf5bMwMZ0JOBFpVCkeS-eSWQNWTpyukRjBYuEKx23A_-0QuD4.0GuzKLxG0VboV4ya_IhJIK_cDU4fxPbwyj0_noMaebM&dib_tag=se&keywords=The+One+Minute+Manager&qid=1745722490&s=digital-text&sprefix=the+one+minute+manager%2Cdigital-text%2C309&sr=1-1,4.5,157,https://www.flipkart.com/new-one-minute-manager/p/itm0307a057bf2a3?pid=9788172234997&lid=LSTBOK9788172234997NUNUA4&marketplace=FLIPKART&q=The+One+Minute+Manager&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3d36f2b9-8a72-44cf-b72d-2686bd752b70.9788172234997.SEARCH&ppt=pp&ppn=pp&ssid=yxgsrrdoj40000001745722444986&qH=108866537accf4db
You Can Heal Your Life,4.6,308,https://www.amazon.in/Heal-Your-Life-40th-Anniversary/dp/B0DDVFX516/ref=sr_1_1?crid=3F0KE04JWXGMC&dib=eyJ2IjoiMSJ9.KkEH0NHtIWQxtovcoFYQ9VDDHp4mrVBikggG_jRrxT6eEyD0_4TqlbhIDUwdolHAp1Ca2OhTR5lcMMNnC9A0kQC5mI9bawDnXWwyt5sWEpV-xpOF2ZHGP0T5t9Iv8MU9i1rF70oW8kq1F3RmkyhHoGugBUCpt_2UJ7fBZHVM6BYq8xxGbgKH3Y1tADW6rBDnhT6rPAVA1BHunUknwDBsMU0uJ1CVIRiQJTz_u31QvNI.a4GkZMM2zFB0KUQybXtAH0Bh4ZlDOe5R_4MAWI6Wa90&dib_tag=se&keywords=You+Can+Heal+Your+Life&qid=1745722574&s=audible&sprefix=you+can+heal+your+life%2Caudible%2C312&sr=1-1,4.2,288,https://www.flipkart.com/you-can-heal-your-life/p/itmfbj8mzhrv5byf?pid=9780937611012&lid=LSTBOK9780937611012E10AIY&marketplace=FLIPKART&q=You+Can+Heal+Your+Life&store=bks&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=f8abf3f5-b93a-467f-a3d0-9adeef805b41.9780937611012.SEARCH&ppt=pp&ppn=pp&ssid=i57lf2rlg00000001745722644890&qH=3220d6146082a796
